gen 0	 115.77101904002731	115.77101904002731	115.77101904002731	115.75221670715541	115.75221670715541	115.75221670715541	115.75221670715541	115.68566994456549	115.65414450291166	115.68566994456549
gen 1	 115.77101904002731	115.77101904002731	115.77101904002731	115.75221670715541	115.75221670715541	115.75029363023233	115.68312674337696	115.68566994456549	115.77451816107964	115.77451816107964
gen 2	 115.77451816107964	115.77451816107964	115.77101904002731	115.77101904002731	115.77101904002731	115.75221670715541	115.75221670715541	115.75221670715541	115.75221670715541	115.77451816107964
gen 3	 115.77451816107964	115.77451816107964	115.77451816107964	115.77101904002731	115.77101904002731	115.77451816107964	115.77451816107964	115.77451816107964	115.75221670715541	115.77451816107964
gen 4	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.68566994456549	115.77451816107964	115.77451816107964	115.77451816107964	115.70797139848972
gen 5	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.74967350596688	115.74967350596688	115.77451816107964
gen 6	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.75221670715541	115.77197495989111	115.77197495989111	115.77451816107964	115.68312674337696
gen 7	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.75221670715541	115.77197495989111	115.68312674337696	115.77451816107964	115.77197495989111
gen 8	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77197495989111	115.77451816107964	115.77451816107964	115.75221670715541	115.77197495989111
gen 9	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.68312674337696	115.68566994456549	115.77451816107964
gen 10	 115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.78322179930521	115.77197495989111	115.77451816107964	115.77451816107964
gen 11	 115.78322179930521	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.78322179930521	115.77451816107964	115.77197495989111	115.77451816107964	115.77451816107964
gen 12	 115.78322179930521	115.78322179930521	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.75221670715541	115.68312674337696	115.77451816107964	115.77451816107964
gen 13	 115.78322179930521	115.78322179930521	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.77451816107964	115.78322179930521	115.77451816107964
gen 14	 115.78322179930521	115.78322179930521	115.78322179930521	115.77451816107964	115.77451816107964	115.78322179930521	115.77451816107964	115.76492914855436	115.77451816107964	115.77451816107964
gen 15	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.77451816107964	115.78322179930521	115.77451816107964	115.78067859811668	115.77451816107964	115.77451816107964
gen 16	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.74262769463013	115.77451816107964	115.68312674337696	115.77451816107964	115.78067859811668
gen 17	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.77451816107964
gen 18	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.77451816107964	115.77451816107964	115.78067859811668	115.75837714419245
gen 19	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78067859811668	115.77451816107964	115.77197495989111	115.77451816107964
gen 20	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78067859811668	115.77451816107964	115.78067859811668	115.74967350596688	115.78067859811668
gen 21	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78067859811668	115.77197495989111	115.77451816107964	115.78322179930521	115.77197495989111
gen 22	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78067859811668	115.77197495989111	115.77451816107964	115.78322179930521
gen 23	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78067859811668	115.77451816107964	115.74967350596688	115.77451816107964	115.78322179930521
gen 24	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.77451816107964	115.74967350596688	115.77451816107964	115.77451816107964
gen 25	 115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78322179930521	115.78067859811668	115.78067859811668	115.77197495989111	115.77451816107964	115.77451816107964
